Date,CardID,Price
2024-01-05,2280,0.2
2024-01-06,2280,0.2
2024-01-07,2280,0.2
2024-01-08,2280,0.2
2024-01-09,2280,0.2
2024-01-10,2280,0.2
2024-01-11,2280,0.2
2024-01-12,2280,0.2
2024-01-13,2280,0.2
2024-01-14,2280,0.24
2024-01-15,2280,0.29
2024-01-16,2280,0.29
2024-01-17,2280,0.29
2024-01-18,2280,0.29
2024-01-19,2280,0.29
2024-01-20,2280,0.29
2024-01-21,2280,0.29
2024-01-22,2280,0.24
2024-01-23,2280,0.24
2024-01-24,2280,0.24
2024-01-25,2280,0.26
2024-01-26,2280,0.29
2024-01-27,2280,0.29
2024-01-01,235,0.01
2024-01-02,235,0.02
2024-01-03,235,0.02
2024-01-04,235,0.02
2024-01-05,235,0.02
2024-01-06,235,0.02
2024-01-07,235,0.02
2024-01-08,235,0.02
2024-01-09,235,0.03
2024-01-10,235,0.03
2024-01-11,235,0.03
2024-01-12,235,0.02
2024-01-13,235,0.02
2024-01-14,235,0.02
2024-01-15,235,0.02
2024-01-16,235,0.02
2024-01-17,235,0.02
2024-01-18,235,0.02
2024-01-19,235,0.02
2024-01-20,235,0.02
2024-01-21,235,0.02
2024-01-22,235,0.02
2024-01-23,235,0.02
2024-01-24,235,0.02
2024-01-25,235,0.02
2024-01-26,235,0.02
2024-01-27,235,0.02
2024-01-01,1450,0.01
2024-01-02,1450,0.01
2024-01-03,1450,0.009
2024-01-04,1450,0.009
2024-01-05,1450,0.009
2024-01-06,1450,0.009
2024-01-07,1450,0.009
2024-01-08,1450,0.009
2024-01-09,1450,0.01
2024-01-10,1450,0.01
2024-01-11,1450,0.01
2024-01-12,1450,0.01
2024-01-13,1450,0.01
2024-01-14,1450,0.01
2024-01-15,1450,0.01
2024-01-16,1450,0.02
2024-01-17,1450,0.02
2024-01-18,1450,0.01
2024-01-19,1450,0.01
2024-01-20,1450,0.01
2024-01-21,1450,0.009
2024-01-22,1450,0.009
2024-01-23,1450,0.009
2024-01-24,1450,0.009
2024-01-25,1450,0.009
2024-01-26,1450,0.009
2024-01-27,1450,0.009
2024-01-01,1204,0.007
2024-01-02,1204,0.007
2024-01-03,1204,0.007
2024-01-04,1204,0.007
2024-01-05,1204,0.007
2024-01-06,1204,0.007
2024-01-07,1204,0.007
2024-01-08,1204,0.007
2024-01-09,1204,0.008
2024-01-10,1204,0.008
2024-01-11,1204,0.007
2024-01-12,1204,0.007
2024-01-13,1204,0.007
2024-01-14,1204,0.008
2024-01-15,1204,0.007
2024-01-16,1204,0.008
2024-01-17,1204,0.009
2024-01-18,1204,0.008
2024-01-19,1204,0.008
2024-01-20,1204,0.008
2024-01-21,1204,0.008
2024-01-22,1204,0.008
2024-01-23,1204,0.008
2024-01-24,1204,0.008
2024-01-25,1204,0.008
2024-01-26,1204,0.007
2024-01-27,1204,0.007
2024-01-01,195,1.42
2024-01-02,195,1.44
2024-01-03,195,1.81
2024-01-04,195,1.74
2024-01-05,195,1.9
2024-01-06,195,1.98
2024-01-07,195,2.02
2024-01-08,195,2.02
2024-01-09,195,1.84
2024-01-10,195,1.76
2024-01-11,195,1.76
2024-01-12,195,1.76
2024-01-13,195,1.76
2024-01-14,195,1.71
2024-01-15,195,1.76
2024-01-16,195,1.76
2024-01-17,195,1.76
2024-01-18,195,1.76
2024-01-19,195,1.71
2024-01-20,195,1.54
2024-01-21,195,1.38
2024-01-22,195,1.24
2024-01-23,195,1.13
2024-01-24,195,0.93
2024-01-25,195,0.94
2024-01-26,195,1.21
2024-01-27,195,1.21
2024-01-01,1873,0.003
2024-01-02,1873,0.003
2024-01-03,1873,0.003
2024-01-04,1873,0.003
2024-01-05,1873,0.003
2024-01-06,1873,0.003
2024-01-07,1873,0.003
2024-01-08,1873,0.003
2024-01-09,1873,0.003
2024-01-10,1873,0.003
2024-01-11,1873,0.003
2024-01-12,1873,0.003
2024-01-13,1873,0.003
2024-01-14,1873,0.003
2024-01-15,1873,0.003
2024-01-16,1873,0.003
2024-01-17,1873,0.003
2024-01-18,1873,0.002
2024-01-19,1873,0.002
2024-01-20,1873,0.002
2024-01-21,1873,0.002
2024-01-22,1873,0.002
2024-01-23,1873,0.002
2024-01-24,1873,0.003
2024-01-25,1873,0.002
2024-01-26,1873,0.003
2024-01-27,1873,0.003
2024-01-01,1142,0.04
2024-01-02,1142,0.04
2024-01-03,1142,0.04
2024-01-04,1142,0.04
2024-01-05,1142,0.04
2024-01-06,1142,0.04
2024-01-07,1142,0.04
2024-01-08,1142,0.04
2024-01-09,1142,0.04
2024-01-10,1142,0.03
2024-01-11,1142,0.03
2024-01-12,1142,0.03
2024-01-13,1142,0.03
2024-01-14,1142,0.03
2024-01-15,1142,0.03
2024-01-16,1142,0.03
2024-01-17,1142,0.03
2024-01-18,1142,0.03
2024-01-19,1142,0.03
2024-01-20,1142,0.02
2024-01-21,1142,0.02
2024-01-22,1142,0.02
2024-01-23,1142,0.02
2024-01-24,1142,0.02
2024-01-25,1142,0.02
2024-01-26,1142,0.02
2024-01-27,1142,0.02
2024-01-01,1521,0.003
2024-01-02,1521,0.003
2024-01-03,1521,0.003
2024-01-04,1521,0.003
2024-01-05,1521,0.003
2024-01-06,1521,0.003
2024-01-07,1521,0.003
2024-01-08,1521,0.003
2024-01-09,1521,0.003
2024-01-10,1521,0.003
2024-01-11,1521,0.003
2024-01-12,1521,0.003
2024-01-13,1521,0.003
2024-01-14,1521,0.003
2024-01-15,1521,0.003
2024-01-16,1521,0.003
2024-01-17,1521,0.003
2024-01-18,1521,0.003
2024-01-19,1521,0.003
2024-01-20,1521,0.003
2024-01-21,1521,0.003
2024-01-22,1521,0.003
2024-01-23,1521,0.003
2024-01-24,1521,0.003
2024-01-25,1521,0.003
2024-01-26,1521,0.003
2024-01-27,1521,0.003
2024-01-01,42,0.003
2024-01-02,42,0.003
2024-01-03,42,0.003
2024-01-04,42,0.003
2024-01-05,42,0.003
2024-01-06,42,0.003
2024-01-07,42,0.003
2024-01-08,42,0.003
2024-01-09,42,0.003
2024-01-10,42,0.003
2024-01-11,42,0.003
2024-01-12,42,0.003
2024-01-13,42,0.003
2024-01-14,42,0.003
2024-01-15,42,0.003
2024-01-16,42,0.003
2024-01-17,42,0.003
2024-01-18,42,0.003
2024-01-19,42,0.003
2024-01-20,42,0.003
2024-01-21,42,0.003
2024-01-22,42,0.003
2024-01-23,42,0.003
2024-01-24,42,0.003
2024-01-25,42,0.003
2024-01-26,42,0.003
2024-01-27,42,0.003
2024-01-01,1139,0.003
2024-01-02,1139,0.003
2024-01-03,1139,0.003
2024-01-04,1139,0.003
2024-01-05,1139,0.003
2024-01-06,1139,0.003
2024-01-07,1139,0.003
2024-01-08,1139,0.003
2024-01-09,1139,0.003
2024-01-10,1139,0.003
2024-01-11,1139,0.003
2024-01-12,1139,0.003
2024-01-13,1139,0.003
2024-01-14,1139,0.003
2024-01-15,1139,0.003
2024-01-16,1139,0.003
2024-01-17,1139,0.003
2024-01-18,1139,0.003
2024-01-19,1139,0.003
2024-01-20,1139,0.003
2024-01-21,1139,0.003
2024-01-22,1139,0.003
2024-01-23,1139,0.003
2024-01-24,1139,0.003
2024-01-25,1139,0.003
2024-01-26,1139,0.003
2024-01-27,1139,0.003
2024-01-01,1863,2.28
2024-01-02,1863,2.57
2024-01-03,1863,2.57
2024-01-04,1863,2.61
2024-01-05,1863,2.89
2024-01-06,1863,2.92
2024-01-07,1863,2.69
2024-01-08,1863,2.69
2024-01-09,1863,2.69
2024-01-10,1863,2.69
2024-01-11,1863,2.69
2024-01-12,1863,2.69
2024-01-13,1863,2.69
2024-01-14,1863,2.69
2024-01-15,1863,2.69
2024-01-16,1863,2.69
2024-01-17,1863,2.69
2024-01-18,1863,2.69
2024-01-19,1863,2.69
2024-01-20,1863,2.69
2024-01-21,1863,2.69
2024-01-22,1863,2.44
2024-01-23,1863,2.28
2024-01-24,1863,2.28
2024-01-25,1863,2.28
2024-01-26,1863,2.28
2024-01-27,1863,2.28
2024-01-01,19,22.99
2024-01-02,19,22.99
2024-01-03,19,22.99
2024-01-04,19,20.8
2024-01-05,19,21.49
2024-01-06,19,20.74
2024-01-07,19,25.61
2024-01-08,19,27.18
2024-01-09,19,27.24
2024-01-10,19,31.76
2024-01-11,19,25.99
2024-01-12,19,29.8
2024-01-13,19,29.8
2024-01-14,19,28.43
2024-01-15,19,26.74
2024-01-16,19,23.18
2024-01-17,19,21.49
2024-01-18,19,19.8
2024-01-19,19,21.07
2024-01-20,19,24.24
2024-01-21,19,26.74
2024-01-22,19,29.05
2024-01-23,19,31.18
2024-01-24,19,30.86
2024-01-25,19,30.43
2024-01-26,19,29.24
2024-01-27,19,29.24
2024-01-01,51,0.003
2024-01-02,51,0.003
2024-01-03,51,0.003
2024-01-04,51,0.003
2024-01-05,51,0.003
2024-01-06,51,0.003
2024-01-07,51,0.003
2024-01-08,51,0.003
2024-01-09,51,0.002
2024-01-10,51,0.002
2024-01-11,51,0.002
2024-01-12,51,0.002
2024-01-13,51,0.002
2024-01-14,51,0.002
2024-01-15,51,0.002
2024-01-16,51,0.002
2024-01-17,51,0.002
2024-01-18,51,0.002
2024-01-19,51,0.002
2024-01-20,51,0.002
2024-01-21,51,0.002
2024-01-22,51,0.002
2024-01-23,51,0.002
2024-01-24,51,0.002
2024-01-25,51,0.002
2024-01-26,51,0.002
2024-01-27,51,0.002
2024-01-01,86,0.002
2024-01-02,86,0.002
2024-01-03,86,0.002
2024-01-04,86,0.002
2024-01-05,86,0.002
2024-01-06,86,0.002
2024-01-07,86,0.002
2024-01-08,86,0.002
2024-01-09,86,0.002
2024-01-10,86,0.002
2024-01-11,86,0.002
2024-01-12,86,0.002
2024-01-13,86,0.002
2024-01-14,86,0.002
2024-01-15,86,0.002
2024-01-16,86,0.002
2024-01-17,86,0.002
2024-01-18,86,0.002
2024-01-19,86,0.002
2024-01-20,86,0.002
2024-01-21,86,0.002
2024-01-22,86,0.002
2024-01-23,86,0.002
2024-01-24,86,0.002
2024-01-25,86,0.002
2024-01-26,86,0.002
2024-01-27,86,0.002
2024-01-01,140,0.003
2024-01-02,140,0.003
2024-01-03,140,0.003
2024-01-04,140,0.003
2024-01-05,140,0.003
2024-01-06,140,0.003
2024-01-07,140,0.003
2024-01-08,140,0.003
2024-01-09,140,0.002
2024-01-10,140,0.002
2024-01-11,140,0.002
2024-01-12,140,0.002
2024-01-13,140,0.002
2024-01-14,140,0.002
2024-01-15,140,0.002
2024-01-16,140,0.002
2024-01-17,140,0.002
2024-01-18,140,0.002
2024-01-19,140,0.002
2024-01-20,140,0.002
2024-01-21,140,0.002
2024-01-22,140,0.002
2024-01-23,140,0.002
2024-01-24,140,0.002
2024-01-25,140,0.002
2024-01-26,140,0.002
2024-01-27,140,0.002
2024-01-01,65,0.003
2024-01-02,65,0.003
2024-01-03,65,0.003
2024-01-04,65,0.003
2024-01-05,65,0.003
2024-01-06,65,0.003
2024-01-07,65,0.003
2024-01-08,65,0.003
2024-01-09,65,0.003
2024-01-10,65,0.002
2024-01-11,65,0.002
2024-01-12,65,0.002
2024-01-13,65,0.002
2024-01-14,65,0.002
2024-01-15,65,0.002
2024-01-16,65,0.002
2024-01-17,65,0.002
2024-01-18,65,0.002
2024-01-19,65,0.002
2024-01-20,65,0.002
2024-01-21,65,0.002
2024-01-22,65,0.002
2024-01-23,65,0.002
2024-01-24,65,0.002
2024-01-25,65,0.002
2024-01-26,65,0.002
2024-01-27,65,0.002
2024-01-01,247,0.003
2024-01-02,247,0.003
2024-01-03,247,0.003
2024-01-04,247,0.003
2024-01-05,247,0.003
2024-01-06,247,0.003
2024-01-07,247,0.003
2024-01-08,247,0.003
2024-01-09,247,0.003
2024-01-10,247,0.003
2024-01-11,247,0.002
2024-01-12,247,0.002
2024-01-13,247,0.002
2024-01-14,247,0.002
2024-01-15,247,0.002
2024-01-16,247,0.002
2024-01-17,247,0.002
2024-01-18,247,0.002
2024-01-19,247,0.002
2024-01-20,247,0.002
2024-01-21,247,0.002
2024-01-22,247,0.002
2024-01-23,247,0.002
2024-01-24,247,0.002
2024-01-25,247,0.002
2024-01-26,247,0.002
2024-01-27,247,0.002
2024-01-01,1376,0.003
2024-01-02,1376,0.003
2024-01-03,1376,0.003
2024-01-04,1376,0.003
2024-01-05,1376,0.003
2024-01-06,1376,0.003
2024-01-07,1376,0.003
2024-01-08,1376,0.003
2024-01-09,1376,0.003
2024-01-10,1376,0.003
2024-01-11,1376,0.003
2024-01-12,1376,0.003
2024-01-13,1376,0.003
2024-01-14,1376,0.003
2024-01-15,1376,0.003
2024-01-16,1376,0.003
2024-01-17,1376,0.003
2024-01-18,1376,0.003
2024-01-19,1376,0.003
2024-01-20,1376,0.003
2024-01-21,1376,0.003
2024-01-22,1376,0.003
2024-01-23,1376,0.003
2024-01-24,1376,0.003
2024-01-25,1376,0.003
2024-01-26,1376,0.003
2024-01-27,1376,0.003
2024-01-01,491,1.59
2024-01-02,491,1.59
2024-01-03,491,1.68
2024-01-04,491,1.8
2024-01-05,491,1.59
2024-01-06,491,1.42
2024-01-07,491,1.37
2024-01-08,491,1.37
2024-01-09,491,1.37
2024-01-10,491,1.37
2024-01-11,491,1.58
2024-01-12,491,1.59
2024-01-13,491,1.59
2024-01-14,491,1.59
2024-01-15,491,1.59
2024-01-16,491,1.59
2024-01-17,491,1.59
2024-01-18,491,1.59
2024-01-19,491,1.59
2024-01-20,491,1.59
2024-01-21,491,1.59
2024-01-22,491,1.57
2024-01-23,491,1.37
2024-01-24,491,1.37
2024-01-25,491,1.37
2024-01-26,491,1.42
2024-01-27,491,1.42
2024-01-01,472,0.32
2024-01-02,472,0.32
2024-01-03,472,0.3
2024-01-04,472,0.29
2024-01-05,472,0.29
2024-01-06,472,0.29
2024-01-07,472,0.29
2024-01-08,472,0.23
2024-01-09,472,0.23
2024-01-10,472,0.21
2024-01-11,472,0.21
2024-01-12,472,0.26
2024-01-13,472,0.26
2024-01-14,472,0.26
2024-01-15,472,0.22
2024-01-16,472,0.21
2024-01-17,472,0.21
2024-01-18,472,0.21
2024-01-19,472,0.21
2024-01-20,472,0.22
2024-01-21,472,0.26
2024-01-22,472,0.26
2024-01-23,472,0.26
2024-01-24,472,0.26
2024-01-25,472,0.26
2024-01-26,472,0.27
2024-01-27,472,0.27
2024-01-01,1672,0.002
2024-01-02,1672,0.002
2024-01-03,1672,0.002
2024-01-04,1672,0.002
2024-01-05,1672,0.002
2024-01-06,1672,0.002
2024-01-07,1672,0.002
2024-01-08,1672,0.002
2024-01-09,1672,0.002
2024-01-10,1672,0.002
2024-01-11,1672,0.002
2024-01-12,1672,0.002
2024-01-13,1672,0.002
2024-01-14,1672,0.002
2024-01-15,1672,0.002
2024-01-16,1672,0.002
2024-01-17,1672,0.002
2024-01-18,1672,0.002
2024-01-19,1672,0.002
2024-01-20,1672,0.002
2024-01-21,1672,0.002
2024-01-22,1672,0.002
2024-01-23,1672,0.002
2024-01-24,1672,0.002
2024-01-25,1672,0.002
2024-01-26,1672,0.002
2024-01-27,1672,0.002
2024-01-01,1080,0.002
2024-01-02,1080,0.002
2024-01-03,1080,0.002
2024-01-04,1080,0.002
2024-01-05,1080,0.002
2024-01-06,1080,0.002
2024-01-07,1080,0.002
2024-01-08,1080,0.002
2024-01-09,1080,0.002
2024-01-10,1080,0.002
2024-01-11,1080,0.002
2024-01-12,1080,0.002
2024-01-13,1080,0.002
2024-01-14,1080,0.002
2024-01-15,1080,0.002
2024-01-16,1080,0.002
2024-01-17,1080,0.002
2024-01-18,1080,0.002
2024-01-19,1080,0.002
2024-01-20,1080,0.002
2024-01-21,1080,0.002
2024-01-22,1080,0.002
2024-01-23,1080,0.002
2024-01-24,1080,0.002
2024-01-25,1080,0.002
2024-01-26,1080,0.002
2024-01-27,1080,0.002
2024-01-01,1865,0.002
2024-01-02,1865,0.002
2024-01-03,1865,0.002
2024-01-04,1865,0.002
2024-01-05,1865,0.002
2024-01-06,1865,0.002
2024-01-07,1865,0.002
2024-01-08,1865,0.002
2024-01-09,1865,0.002
2024-01-10,1865,0.002
2024-01-11,1865,0.002
2024-01-12,1865,0.002
2024-01-13,1865,0.002
2024-01-14,1865,0.002
2024-01-15,1865,0.002
2024-01-16,1865,0.002
2024-01-17,1865,0.002
2024-01-18,1865,0.002
2024-01-19,1865,0.002
2024-01-20,1865,0.002
2024-01-21,1865,0.002
2024-01-22,1865,0.002
2024-01-23,1865,0.002
2024-01-24,1865,0.002
2024-01-25,1865,0.002
2024-01-26,1865,0.002
2024-01-27,1865,0.002
2024-01-01,1486,0.006
2024-01-02,1486,0.006
2024-01-03,1486,0.006
2024-01-04,1486,0.006
2024-01-05,1486,0.006
2024-01-06,1486,0.006
2024-01-07,1486,0.006
2024-01-08,1486,0.006
2024-01-09,1486,0.006
2024-01-10,1486,0.006
2024-01-11,1486,0.006
2024-01-12,1486,0.006
2024-01-13,1486,0.006
2024-01-14,1486,0.006
2024-01-15,1486,0.006
2024-01-16,1486,0.006
2024-01-17,1486,0.006
2024-01-18,1486,0.006
2024-01-19,1486,0.006
2024-01-20,1486,0.006
2024-01-21,1486,0.006
2024-01-22,1486,0.006
2024-01-23,1486,0.006
2024-01-24,1486,0.006
2024-01-25,1486,0.006
2024-01-26,1486,0.006
2024-01-27,1486,0.006
2024-01-01,2257,0.003
2024-01-02,2257,0.003
2024-01-03,2257,0.003
2024-01-04,2257,0.003
2024-01-05,2257,0.003
2024-01-06,2257,0.003
2024-01-07,2257,0.003
2024-01-08,2257,0.003
2024-01-09,2257,0.003
2024-01-10,2257,0.003
2024-01-11,2257,0.003
2024-01-12,2257,0.003
2024-01-13,2257,0.003
2024-01-14,2257,0.003
2024-01-15,2257,0.003
2024-01-16,2257,0.003
2024-01-17,2257,0.003
2024-01-18,2257,0.003
2024-01-19,2257,0.003
2024-01-20,2257,0.003
2024-01-21,2257,0.003
2024-01-22,2257,0.003
2024-01-23,2257,0.003
2024-01-24,2257,0.003
2024-01-25,2257,0.003
2024-01-26,2257,0.003
2024-01-27,2257,0.003
2024-01-01,1896,0.002
2024-01-02,1896,0.002
2024-01-03,1896,0.002
2024-01-04,1896,0.002
2024-01-05,1896,0.002
2024-01-06,1896,0.002
2024-01-07,1896,0.002
2024-01-08,1896,0.002
2024-01-09,1896,0.002
2024-01-10,1896,0.002
2024-01-11,1896,0.002
2024-01-12,1896,0.002
2024-01-13,1896,0.002
2024-01-14,1896,0.002
2024-01-15,1896,0.002
2024-01-16,1896,0.002
2024-01-17,1896,0.002
2024-01-18,1896,0.002
2024-01-19,1896,0.002
2024-01-20,1896,0.002
2024-01-21,1896,0.002
2024-01-22,1896,0.002
2024-01-23,1896,0.002
2024-01-24,1896,0.002
2024-01-25,1896,0.002
2024-01-26,1896,0.002
2024-01-27,1896,0.002
2024-01-01,1800,0.01
2024-01-02,1800,0.03
2024-01-03,1800,0.01
2024-01-04,1800,0.01
2024-01-05,1800,0.009
2024-01-06,1800,0.007
2024-01-07,1800,0.007
2024-01-08,1800,0.007
2024-01-09,1800,0.008
2024-01-10,1800,0.008
2024-01-11,1800,0.008
2024-01-12,1800,0.008
2024-01-13,1800,0.008
2024-01-14,1800,0.007
2024-01-15,1800,0.007
2024-01-16,1800,0.007
2024-01-17,1800,0.007
2024-01-18,1800,0.008
2024-01-19,1800,0.007
2024-01-20,1800,0.007
2024-01-21,1800,0.007
2024-01-22,1800,0.007
2024-01-23,1800,0.01
2024-01-24,1800,0.01
2024-01-25,1800,0.01
2024-01-26,1800,0.01
2024-01-27,1800,0.01
2024-01-01,1799,0.003
2024-01-02,1799,0.003
2024-01-03,1799,0.003
2024-01-04,1799,0.003
2024-01-05,1799,0.003
2024-01-06,1799,0.003
2024-01-07,1799,0.003
2024-01-08,1799,0.003
2024-01-09,1799,0.003
2024-01-10,1799,0.003
2024-01-11,1799,0.003
2024-01-12,1799,0.003
2024-01-13,1799,0.003
2024-01-14,1799,0.003
2024-01-15,1799,0.003
2024-01-16,1799,0.003
2024-01-17,1799,0.003
2024-01-18,1799,0.003
2024-01-19,1799,0.003
2024-01-20,1799,0.003
2024-01-21,1799,0.003
2024-01-22,1799,0.003
2024-01-23,1799,0.003
2024-01-24,1799,0.003
2024-01-25,1799,0.003
2024-01-26,1799,0.003
2024-01-27,1799,0.003
2024-01-01,864,0.003
2024-01-02,864,0.003
2024-01-03,864,0.003
2024-01-04,864,0.003
2024-01-05,864,0.003
2024-01-06,864,0.003
2024-01-07,864,0.003
2024-01-08,864,0.003
2024-01-09,864,0.003
2024-01-10,864,0.003
2024-01-11,864,0.003
2024-01-12,864,0.003
2024-01-13,864,0.003
2024-01-14,864,0.003
2024-01-15,864,0.003
2024-01-16,864,0.003
2024-01-17,864,0.003
2024-01-18,864,0.003
2024-01-19,864,0.003
2024-01-20,864,0.003
2024-01-21,864,0.003
2024-01-22,864,0.003
2024-01-23,864,0.003
2024-01-24,864,0.003
2024-01-25,864,0.003
2024-01-26,864,0.003
2024-01-27,864,0.003
2024-01-01,1089,0.003
2024-01-02,1089,0.003
2024-01-03,1089,0.003
2024-01-04,1089,0.003
2024-01-05,1089,0.003
2024-01-06,1089,0.003
2024-01-07,1089,0.003
2024-01-08,1089,0.003
2024-01-09,1089,0.003
2024-01-10,1089,0.003
2024-01-11,1089,0.003
2024-01-12,1089,0.003
2024-01-13,1089,0.003
2024-01-14,1089,0.003
2024-01-15,1089,0.003
2024-01-16,1089,0.003
2024-01-17,1089,0.003
2024-01-18,1089,0.003
2024-01-19,1089,0.003
2024-01-20,1089,0.003
2024-01-21,1089,0.003
2024-01-22,1089,0.003
2024-01-23,1089,0.003
2024-01-24,1089,0.003
2024-01-25,1089,0.003
2024-01-26,1089,0.003
2024-01-27,1089,0.003
2024-01-01,543,0.24
2024-01-02,543,0.24
2024-01-03,543,0.24
2024-01-04,543,0.3
2024-01-05,543,0.33
2024-01-06,543,0.36
2024-01-07,543,0.31
2024-01-08,543,0.31
2024-01-09,543,0.31
2024-01-10,543,0.31
2024-01-11,543,0.31
2024-01-12,543,0.31
2024-01-13,543,0.31
2024-01-14,543,0.31
2024-01-15,543,0.31
2024-01-16,543,0.35
2024-01-17,543,0.38
2024-01-18,543,0.38
2024-01-19,543,0.38
2024-01-20,543,0.38
2024-01-21,543,0.38
2024-01-22,543,0.38
2024-01-23,543,0.42
2024-01-24,543,0.45
2024-01-25,543,0.45
2024-01-26,543,0.51
2024-01-27,543,0.51
2024-01-01,818,0.003
2024-01-02,818,0.003
2024-01-03,818,0.003
2024-01-04,818,0.003
2024-01-05,818,0.003
2024-01-06,818,0.003
2024-01-07,818,0.003
2024-01-08,818,0.003
2024-01-09,818,0.003
2024-01-10,818,0.003
2024-01-11,818,0.003
2024-01-12,818,0.003
2024-01-13,818,0.003
2024-01-14,818,0.003
2024-01-15,818,0.003
2024-01-16,818,0.003
2024-01-17,818,0.003
2024-01-18,818,0.003
2024-01-19,818,0.003
2024-01-20,818,0.003
2024-01-21,818,0.003
2024-01-22,818,0.003
2024-01-23,818,0.003
2024-01-24,818,0.003
2024-01-25,818,0.003
2024-01-26,818,0.003
2024-01-27,818,0.003
2024-01-01,556,0.69
2024-01-02,556,0.69
2024-01-03,556,0.69
2024-01-04,556,0.69
2024-01-05,556,0.69
2024-01-06,556,0.6
2024-01-07,556,0.49
2024-01-08,556,0.49
2024-01-09,556,0.43
2024-01-10,556,0.42
2024-01-11,556,0.36
2024-01-12,556,0.35
2024-01-13,556,0.33
2024-01-14,556,0.29
2024-01-15,556,0.29
2024-01-16,556,0.29
2024-01-17,556,0.29
2024-01-18,556,0.43
2024-01-19,556,0.43
2024-01-20,556,0.43
2024-01-21,556,0.43
2024-01-22,556,0.43
2024-01-23,556,0.43
2024-01-24,556,0.41
2024-01-25,556,0.36
2024-01-26,556,0.36
2024-01-27,556,0.36
2024-01-01,2032,0.002
2024-01-02,2032,0.002
2024-01-03,2032,0.002
2024-01-04,2032,0.002
2024-01-05,2032,0.002
2024-01-06,2032,0.002
2024-01-07,2032,0.002
2024-01-08,2032,0.002
2024-01-09,2032,0.002
2024-01-10,2032,0.002
2024-01-11,2032,0.002
2024-01-12,2032,0.002
2024-01-13,2032,0.002
2024-01-14,2032,0.002
2024-01-15,2032,0.002
2024-01-16,2032,0.002
2024-01-17,2032,0.002
2024-01-18,2032,0.002
2024-01-19,2032,0.002
2024-01-20,2032,0.002
2024-01-21,2032,0.002
2024-01-22,2032,0.002
2024-01-23,2032,0.002
2024-01-24,2032,0.002
2024-01-25,2032,0.002
2024-01-26,2032,0.002
2024-01-27,2032,0.002
2024-01-01,1215,0.002
2024-01-02,1215,0.002
2024-01-03,1215,0.002
2024-01-04,1215,0.002
2024-01-05,1215,0.002
2024-01-06,1215,0.002
2024-01-07,1215,0.002
2024-01-08,1215,0.002
2024-01-09,1215,0.002
2024-01-10,1215,0.002
2024-01-11,1215,0.002
2024-01-12,1215,0.002
2024-01-13,1215,0.002
2024-01-14,1215,0.002
2024-01-15,1215,0.002
2024-01-16,1215,0.002
2024-01-17,1215,0.002
2024-01-18,1215,0.002
2024-01-19,1215,0.002
2024-01-20,1215,0.002
2024-01-21,1215,0.002
2024-01-22,1215,0.002
2024-01-23,1215,0.002
2024-01-24,1215,0.002
2024-01-25,1215,0.002
2024-01-26,1215,0.002
2024-01-27,1215,0.002
2024-01-01,433,1.97
2024-01-02,433,2.22
2024-01-03,433,1.94
2024-01-04,433,2.22
2024-01-05,433,1.8
